,bins10lfm,bins20lfm,binsname,bins5lfm,dry.wt,dw.flam.sample,fd,fh,fresh.wt,gd,gdw.gfw,gdw.gww,gdw.gww.saturated,glow,gr,gti,gww.gdw,gww.gdw.saturated,hydration,ignition,ignition.temp,individual,lfm.NAs.imputed,lfm.notes,lfm.outliers.out,max.mpa.sample,model,model.spp.gr,model.spp.gr.sample,month,mpa,pfg,precip.2mo,precip.2month,prop.ignite,prop.new,ros,round,RWC,RWD,sample,sample.wt,season,site,spp,start.temp,temp.change,temp.max,ttfg,tti,water.wt,ww.flam.sample,year,year.month,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti
253,"(90,100]","(80,100]",80,"(90,95]",0.2734,0.285579905,5,16.5,0.5275,92,0.518293839,1.075954349,0.408365438,1,"(90,100]",22,0.929577465,1.505224898,hydrated,1,278.8,2020_January_CEME_1,92.95774648,0,92.95774648,-0.52,EPI,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(90,100]_1",January,7,65,5.82,2020_January,29,100,2,6,61.75671596,38.24328404,1,0.551,Wet,St. Marys,CEME,262.4,7.7,270.1,8,30,0.2541,0.265420095,2020,2020_January,13.56064559,0.522964977,57.77717444,322.1515181,17.50823468,227.6070508,28.01317549,105.0494081,77.03623259
254,"(80,90]","(80,100]",80,"(85,90]",0.3156,0.286565663,15,5,0.5848,107,0.539671683,1.172362556,0.337237237,1,"(80,90]",30,0.852978454,1.416280864,moderate,1,278.8,2020_January_CEME_2,85.29784537,0,85.29784537,-0.38,EPI,"2020_January_EPI_CEME_(80,90]","2020_January_EPI_CEME_(80,90]_2",January,7.3,62,5.82,2020_January,10,100,0.666666667,6,60.22664539,39.77335461,2,0.531,Wet,St. Marys,CEME,279.3,4.9,284.2,18,30,0.2692,0.244434337,2020,2020_January,10.84941918,0.522964977,17.44800804,373.387372,52.34402412,216.3552997,62.81282894,104.6880482,104.6880482
257,"(80,90]","(80,100]",80,"(85,90]",0.2917,0.270073056,13,13,0.553,143,0.527486438,1.11634137,0.125366876,1,"(80,90]",6,0.895783339,1.466992665,moderate,1,278.8,2020_January_CEME_5,89.5783339,0,89.5783339,-0.467,EPI,"2020_January_EPI_CEME_(80,90]","2020_January_EPI_CEME_(80,90]_5",January,7.5,124,5.82,2020_January,10,100,0.769230769,6,61.06256428,38.93743572,5,0.512,Wet,St. Marys,CEME,269.7,11.3,281,20,26,0.2613,0.241926944,2020,2020_January,13.6893213,0.522964977,48.13512384,529.4863623,48.13512384,459.1350274,74.05403668,96.27024769,22.216211
265,"(90,100]","(80,100]",80,"(95,100]",0.2939,0.248637776,4,18,0.5792,104,0.507424033,1.030143708,0.346639511,1,"(90,100]",21,0.970903522,1.193153153,hydrated,1,278.8,2020_January_CEME_3,97.09035222,0,97.09035222,-0.5,EPI,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(90,100]_3",January,6.3,79,5.82,2020_January,29,100,2.5,10,81.37291678,18.62708322,3,0.49,Wet,St. Marys,CEME,266.9,9.5,276.4,16,37,0.2853,0.241362224,2020,2020_January,12.60365835,0.522964977,72.39446987,418.2791592,16.08765997,317.7312844,64.35063988,148.8108547,84.46021484
282,"(80,90]","(80,100]",80,"(80,85]",0.2965,0.297324374,1,3,0.5395,127,0.549582947,1.220164609,1.078099174,1,"(80,90]",36,0.819561551,0.927558452,moderate,1,252.7,2020_September_ADFA_1.5,81.95615514,0,81.95615514,-0.136,EPI,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,90]_1.5",September,0.136,90,0.01,2020_September,93,100,10,1,88.35686313,11.64313687,1.5,0.541,Dry,St. Marys,ADFA,256.9,22.6,279.5,24,60,0.243,0.243675626,2020,2020_September,7.566990948,0.505959643,10.08999012,427.142915,3.36333004,302.6997036,80.71992095,201.7998024,121.0798814
285,"(90,100]","(80,100]",80,"(95,100]",0.2695,0.232056863,5,6.5,0.5355,163,0.503267974,1.013157895,0.999274311,1,"(90,100]",29,0.987012987,1.000726216,hydrated,1,262.7,2020_September_CEME_1.6,98.7012987,0,98.7012987,-0.491,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_1.6",September,0.491,129,0.01,2020_September,43,100,2,1,98.62967225,1.370327746,1.6,0.4611,Dry,St. Marys,CEME,273.8,13.2,287,19,48,0.266,0.229043137,2020,2020_September,9.143120305,0.522964977,28.01037609,702.4140466,21.54644315,555.8982332,81.87648396,206.8458542,124.9693703
286,"(90,100]","(80,100]",80,"(90,95]",0.2494,0.271573451,2,2.5,0.4859,183,0.513274336,1.054545455,1.054545455,1,"(90,100]",56,0.948275862,0.948275862,hydrated,1,255.2,2020_September_ADFA_2.1,94.82758621,0,94.82758621,-0.319,EPI,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(90,100]_2.1",September,0.319,125,0.01,2020_September,91,NA,5,1,100,0,2.1,0.5291,Dry,Painted Caves,ADFA,255.5,12.2,267.7,16,72,0.2365,0.257526549,2020,2020_September,6.919646559,0.505959643,9.205612654,673.8508463,7.364490123,460.2806327,58.91592098,265.1216444,206.2057234
288,"(90,100]","(80,100]",80,"(95,100]",0.2337,0.281724738,7,7.5,0.4584,129,0.509816754,1.040053405,1.040053405,1,"(90,100]",36,0.961489089,0.961489089,hydrated,1,243.1,2020_September_ADFA_2.2,96.14890886,0,96.14890886,-0.256,EPI,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(90,100]_2.2",September,0.256,86,0.01,2020_September,91,100,1.428571429,1,100,0,2.2,0.5526,Dry,Painted Caves,ADFA,260.8,27.2,288,21,57,0.2247,0.270875262,2020,2020_September,8.694447588,0.505959643,26.6217303,457.8937612,24.84694828,305.2625075,74.54084484,202.3251503,127.7843054
292,"(90,100]","(80,100]",80,"(95,100]",0.2532,0.24905086,11,10.5,0.4943,107,0.512239531,1.050186645,1.050186645,1,"(90,100]",17,0.95221169,0.95221169,hydrated,1,247,2020_September_ADFA_2.5,95.22116904,0,95.22116904,-0.151,EPI,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(90,100]_2.5",September,0.151,79,0.01,2020_September,91,100,0.909090909,1,100,0,2.5,0.4862,Dry,Painted Caves,ADFA,273.5,43,316.5,17,34,0.2411,0.23714914,2020,2020_September,11.60939706,0.505959643,42.16006324,429.6311207,44.1676853,317.2042854,68.25915001,136.5183,68.25915001
294,"(90,100]","(80,100]",80,"(90,95]",0.2807,0.28364549,6,11.5,0.5432,45,0.516752577,1.069333333,1.057882193,1,"(90,100]",15,0.935162095,0.945284841,hydrated,1,236.7,2020_September_ADFA_2.6,93.51620948,0,93.51620948,-0.089,EPI,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(90,100]_2.6",September,0.089,24,0.01,2020_September,91,100,1.666666667,1,98.92913274,1.070867263,2.6,0.5489,Dry,Painted Caves,ADFA,249.3,63,312.3,11,26,0.2625,0.26525451,2020,2020_September,13.33400262,0.505959643,40.5435673,158.6487416,21.15316555,84.61266219,38.7808035,91.66371737,52.88291387
296,"(80,90]","(80,100]",80,"(80,85]",0.2804,0.302041425,9,12.5,0.5079,134,0.552077181,1.232527473,0.970432946,1,"(80,90]",21,0.811340942,1.0304679,moderate,1,284.8,2020_September_ADFA_1.1,81.13409415,0,81.13409415,-0.123,EPI,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,90]_1.1",September,2.169,104,0.01,2020_September,93,100,1.111111111,2,78.73519801,21.26480199,1.1,0.5471,Dry,St. Marys,ADFA,278,62.1,340.1,22,43,0.2275,0.245058575,2020,2020_September,10.84452681,0.505959643,41.38505167,443.6477539,29.7972372,344.3236299,72.83769094,142.3645777,69.52688681
297,"(90,100]","(80,100]",80,"(90,95]",0.2548,0.264512571,7,4,0.4932,132,0.516626115,1.068791946,0.989601386,1,"(90,100]",46,0.935635793,1.010507881,hydrated,1,263.1,2020_September_CEME_1.1,93.56357928,0,93.56357928,-0.208,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_1.1",September,1.644,79,0.01,2020_September,43,100,1.428571429,2,92.59064777,7.409352228,1.1,0.512,Dry,St. Marys,CEME,276.1,89,365.1,16,62,0.2384,0.247487429,2020,2020_September,7.684619303,0.522964977,15.12215463,499.0311028,26.4637706,298.662554,60.48861852,234.3933968,173.9047783
298,"(80,90]","(80,100]",80,"(85,90]",0.2827,0.261977972,17,6,0.5266,133,0.536840106,1.159081591,0.976294675,1,"(80,90]",13,0.862752034,1.024280911,moderate,1,252.2,2020_September_ADFA_1.2,86.2752034,0,86.2752034,-0.244,EPI,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,90]_1.2",September,0.244,103,0.01,2020_September,93,100,0.588235294,2,84.23002174,15.76997826,1.2,0.488,Dry,St. Marys,ADFA,271.5,-32.6,238.9,13,26,0.2439,0.226022028,2020,2020_September,11.86311781,0.505959643,22.90268894,507.6762716,64.890952,393.1628268,49.62249271,99.24498542,49.62249271
299,"(80,90]","(80,100]",80,"(80,85]",0.2818,0.300311202,7,15,0.5115,92,0.550928641,1.226817588,0.794049159,1,"(80,90]",24,0.815117104,1.259367872,moderate,1,263.6,2020_September_CEME_1.2,81.51171043,0,81.51171043,-0.394,EPI,"2020_September_EPI_CEME_(80,90]","2020_September_EPI_CEME_(80,90]_1.2",September,1.089,61,0.01,2020_September,30,100,1.428571429,2,64.72430514,35.27569486,1.2,0.5451,Dry,St. Marys,CEME,277.6,61.5,339.1,22,46,0.2297,0.244788798,2020,2020_September,10.96483635,0.522964977,49.94818669,306.3488784,23.30915379,203.1226259,73.25734048,153.1744392,79.9170987
300,"(80,90]","(80,100]",80,"(80,85]",0.289,0.285927866,4,14,0.5268,103,0.548595292,1.215306981,0.997658993,1,"(80,90]",18,0.82283737,1.0023465,moderate,1,254.9,2020_September_ADFA_1.3,82.28373702,0,82.28373702,-0.471,EPI,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,90]_1.3",September,0.744,81,0.01,2020_September,93,NA,2.5,2,82.09111023,17.90888977,1.3,0.5212,Dry,St. Marys,ADFA,263.9,8.7,272.6,6,24,0.2378,0.235272134,2020,2020_September,14.41698393,0.505959643,48.96339828,360.2307159,13.98954237,283.2882329,20.98431355,83.93725419,62.95294065
302,"(90,100]","(80,100]",80,"(95,100]",0.2825,0.247281566,15,11,0.5631,119,0.501687089,1.006771205,0.937425743,1,"(90,100]",18,0.993274336,1.066751162,hydrated,1,261.5,2020_September_CEME_1.4,99.32743363,0,99.32743363,-0.192,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_1.4",September,1.39,86,0.01,2020_September,43,100,0.666666667,2,93.11209321,6.887906788,1.4,0.4929,Dry,St. Marys,CEME,268.5,70.4,338.9,20,38,0.2806,0.245618434,2020,2020_September,11.15131407,0.522964977,44.48370399,481.2327978,60.65959636,347.7816858,80.87946181,153.6709774,72.79151563
311,"(90,100]","(80,100]",80,"(90,95]",0.272,0.253460414,6,8,0.5267,169,0.516423011,1.067923047,0.937219731,1,"(90,100]",36,0.936397059,1.066985646,hydrated,1,241.2,2020_September_CEME_2.2,93.63970588,0,93.63970588,-0.226,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_2.2",September,1.625,127,0.01,2020_September,43,100,1.666666667,2,87.76097994,12.23902006,2.2,0.4908,Dry,Painted Caves,CEME,279.6,-3.4,276.2,14,50,0.2547,0.237339586,2020,2020_September,9.298333487,0.522964977,31.56311424,666.7707884,23.67233568,501.0644386,55.23544993,197.269464,142.0340141
314,"(80,90]","(80,100]",80,"(80,85]",0.2694,0.287596077,4,13.5,0.4945,156,0.54479272,1.196801422,0.795552605,1,"(80,90]",24,0.835560505,1.256987902,moderate,1,267.5,2020_September_CEME_2.5,83.55605048,0,83.55605048,-0.328,EPI,"2020_September_EPI_CEME_(80,90]","2020_September_EPI_CEME_(80,90]_2.5",September,3.85,128,0.01,2020_September,30,100,2.5,2,66.47323363,33.52676637,2.5,0.5279,Dry,Painted Caves,CEME,273.8,65,338.8,19,43,0.2251,0.240303923,2020,2020_September,11.02911008,0.522964977,46.94083504,542.4274271,13.90839557,445.0686581,66.06487894,149.5152523,83.4503734
315,"(80,90]","(80,100]",80,"(80,85]",0.2744,0.298347636,3,5.5,0.495,160,0.554343434,1.243880326,1.050186645,1,"(80,90]",41,0.80393586,0.95221169,moderate,1,266.7,2020_September_ADFA_2.5,80.39358601,no second weight,80.39358601,-0.151,EPI,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,90]_2.5",September,2.04,116,0.01,2020_September,93,NA,3.333333333,2,84.42827033,15.57172967,2.5,0.5382,Dry,Painted Caves,ADFA,277.5,3.7,281.2,20,61,0.2206,0.239852364,2020,2020_September,8.053875317,0.505959643,18.43487036,536.2871379,10.05538384,388.808175,67.03589224,204.4594713,137.4235791
317,"(80,90]","(80,100]",80,"(80,85]",0.2491,0.281167794,12,5,0.4552,111,0.547231986,1.208636584,1.057882193,1,"(80,90]",36,0.827378563,0.945284841,moderate,1,228.4,2020_September_ADFA_2.6,82.73785628,0,82.73785628,-0.089,EPI,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,90]_2.6",September,2.09,63,0.01,2020_September,93,100,0.833333333,2,87.52690482,12.47309518,2.6,0.5138,Dry,Painted Caves,ADFA,278.9,45.9,324.8,7,43,0.2061,0.232632206,2020,2020_September,9.239195504,0.505959643,17.7829755,394.7820562,42.67914121,224.0654914,24.89616571,152.9335893,128.0374236
318,"(80,90]","(80,100]",80,"(85,90]",0.2747,0.258033536,7,4,0.5093,168,0.53936776,1.170929241,0.989601386,1,"(80,90]",36,0.85402257,1.010507881,moderate,1,309.1,2020_September_CEME_1.1,85.40225701,0,85.40225701,-0.208,EPI,"2020_September_EPI_CEME_(80,90]","2020_September_EPI_CEME_(80,90]_1.1",September,2.989,125,0.01,2020_September,30,100,1.428571429,3,84.51419194,15.48580806,1.1,0.4784,Dry,St. Marys,CEME,278.3,55,333.3,23,59,0.2346,0.220366464,2020,2020_September,7.844745796,0.522964977,15.50186095,651.0781601,27.12825667,484.4331548,89.13570048,228.6524491,139.5167486
328,"(90,100]","(80,100]",80,"(90,95]",0.2613,0.261667584,5,10,0.4976,146,0.525120579,1.105797715,0.922613065,1,"(90,100]",17,0.904324531,1.083877996,hydrated,1,241.2,2020_September_CEME_2.1,90.43245312,0,90.43245312,-0.641,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_2.1",September,3.183,124,0.01,2020_September,43,100,2,3,83.43416275,16.56583725,2.1,0.4983,Dry,Painted Caves,CEME,267.6,138.1,405.7,30,47,0.2363,0.236632416,2020,2020_September,9.958420927,0.522964977,38.21642647,557.9598265,19.10821324,473.8836883,114.6492794,179.6172044,64.96792501
338,"(80,90]","(80,100]",80,"(80,85]",0.3269,0.278614261,2,10,0.589,145,0.555008489,1.24723388,0.989601386,1,"(80,90]",26,0.801774243,1.010507881,moderate,1,262.7,2020_September_CEME_1.1,80.17742429,Missing these yellow lower videos,80.17742429,-0.208,EPI,"2020_September_EPI_CEME_(80,90]","2020_September_EPI_CEME_(80,90]_1.1",September,3.88,117,0.01,2020_September,30,100,5,4,79.34369023,20.65630977,1.1,0.502,Dry,St. Marys,CEME,267.5,6.2,273.7,27,53,0.2621,0.223385739,2020,2020_September,9.454298373,0.522964977,35.89191719,520.4327992,7.178383438,419.9354311,96.90817641,190.2271611,93.31898469
341,"(80,90]","(80,100]",80,"(80,85]",0.2808,0.305055875,10,15,0.514,111,0.546303502,1.204116638,0.976294675,1,"(80,90]",18,0.830484331,1.024280911,moderate,1,282.4,2020_September_ADFA_1.2,83.04843305,0,83.04843305,-0.244,EPI,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,90]_1.2",September,3.57,83,0.01,2020_September,93,50,1,4,81.07974303,18.92025697,1.2,0.5584,Dry,St. Marys,ADFA,276,25.4,301.4,8,26,0.2332,0.253344125,2020,2020_September,14.13648323,0.505959643,49.17131977,363.8677663,32.78087984,272.0813027,26.22470388,85.23028759,59.00558372
344,"(90,100]","(80,100]",80,"(90,95]",0.2906,0.296916275,10,10.5,0.5659,176,0.513518289,1.055575736,0.961266523,1,"(90,100]",22,0.94735031,0.94735031,hydrated,1,245.7,2020_September_ADFA_1.4,94.73503097,0,94.73503097,-0.225,EPI,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(90,100]_1.4",September,1.087,144,0.01,2020_September,91,20,1,4,100,0,1.4,0.5782,Dry,St. Marys,ADFA,281.2,53,334.2,12,34,0.2753,0.281283725,2020,2020_September,11.60939706,0.505959643,35.36350441,592.759693,33.67952801,484.9852034,40.41543362,114.5103952,74.09496163
349,"(90,100]","(80,100]",80,"(90,95]",0.2531,0.27270597,20,6.5,0.4841,143,0.522825862,1.095670996,1.054545455,1,"(90,100]",13,0.912682734,0.948275862,hydrated,1,253.5,2020_September_ADFA_2.1,91.26827341,0,91.26827341,-0.319,EPI,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(90,100]_2.1",September,1.13,110,0.01,2020_September,91,75,0.5,4,96.24654287,3.753457134,2.1,0.5216,Dry,Painted Caves,ADFA,277.7,138.3,416,18,31,0.231,0.24889403,2020,2020_September,11.10303261,0.505959643,23.83519511,524.3742925,73.33906189,403.3648404,66.0051557,113.6755459,47.67039023
357,"(90,100]","(80,100]",80,"(95,100]",0.2729,0.262195026,1,10,0.5328,148,0.5121997,1.050019238,0.793550532,1,"(90,100]",19,0.952363503,1.260159196,hydrated,1,290,2020_September_CEME_2.6,95.23635031,Missing these yellow lower videos,95.23635031,-0.447,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_2.6",September,2.189,128,0.01,2020_September,43,100,10,4,75.57485642,24.42514358,2.6,0.5119,Dry,Painted Caves,CEME,278.7,26.2,304.9,35,54,0.2599,0.249704974,2020,2020_September,9.379122203,0.522964977,38.1395488,564.4653223,3.81395488,488.1862247,133.4884208,205.9535635,72.46514272
358,"(80,90]","(80,100]",80,"(80,85]",0.317,0.254819442,2,7.5,0.5771,112,0.549298215,1.218762015,1.057882193,1,"(80,90]",35,0.820504732,0.945284841,moderate,1,257.3,2020_September_ADFA_2.6,82.05047319,0,82.05047319,-0.089,EPI,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,90]_2.6",September,3.748,75,0.01,2020_September,93,NA,5,4,86.79973449,13.20026551,2.6,0.4639,Dry,Painted Caves,ADFA,271.9,-55,216.9,4,39,0.2601,0.209080558,2020,2020_September,10.25636682,0.505959643,29.43260506,439.5269023,7.848694684,294.3260506,15.69738937,153.0495463,137.352157
359,"(80,90]","(80,100]",80,"(85,90]",0.307,0.285743292,19,9,0.5777,116,0.531417691,1.134096786,0.970432946,1,"(80,90]",8,0.881758958,1.0304679,moderate,1,256.1,2020_September_ADFA_1.1,88.17589577,0,88.17589577,-0.123,EPI,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,90]_1.1",September,0.83,89,0.01,2020_September,93,30,0.526315789,5,85.5687943,14.4312057,1.1,0.5377,Dry,St. Marys,ADFA,272,17.9,289.9,22,30,0.2707,0.251956708,2020,2020_September,11.91575587,0.505959643,31.49680234,405.9587857,66.49324939,311.4683787,76.9921835,104.9893411,27.99715764
360,"(90,100]","(80,100]",80,"(95,100]",0.2804,0.229682431,2,4,0.5595,168,0.501161752,1.004657829,0.989601386,1,"(90,100]",46,0.995363766,1.010507881,hydrated,1,299.2,2020_September_CEME_1.1,99.5363766,0,99.5363766,-0.208,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_1.1",September,1.184,120,0.01,2020_September,43,100,5,5,98.50133628,1.49866372,1.1,0.4583,Dry,St. Marys,CEME,293.6,20.4,314,23,69,0.2791,0.228617569,2020,2020_September,7.356834803,0.522964977,17.41535035,731.4447146,8.707675174,522.4605104,100.1382645,300.4147935,200.276529
366,"(90,100]","(80,100]",80,"(95,100]",0.2708,0.235583857,1,2,0.5352,101,0.505979073,1.024205749,0.937425743,1,"(90,100]",32,0.976366322,1.066751162,hydrated,1,294,2020_September_CEME_1.4,97.6366322,0,97.6366322,-0.192,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_1.4",September,1.907,68,0.01,2020_September,43,100,10,5,91.52709243,8.472907574,1.4,0.4656,Dry,St. Marys,CEME,275.2,40.8,316,23,55,0.2644,0.230016143,2020,2020_September,7.60931566,0.522964977,8.489546057,428.7220759,4.244773028,288.6445659,97.62977965,233.4625166,135.8327369
367,"(90,100]","(80,100]",80,"(90,95]",0.2609,0.237502525,7,11,0.5029,101,0.518791012,1.078099174,1.078099174,1,"(90,100]",9,0.927558452,0.927558452,hydrated,1,269.6,2020_September_ADFA_1.5,92.75584515,0,92.75584515,-0.136,EPI,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(90,100]_1.5",September,1.21,85,0.01,2020_September,91,70,1.428571429,5,100,0,1.5,0.4578,Dry,St. Marys,ADFA,281.5,6.9,288.4,28,37,0.242,0.220297475,2020,2020_September,11.28484643,0.505959643,46.315297,425.2586361,29.47337082,357.8909314,117.8934833,155.7878172,37.89433391
368,"(90,100]","(80,100]",80,"(95,100]",0.2555,0.275897901,2,3.5,0.5098,133,0.501176932,1.004718836,0.846976176,1,"(90,100]",38,0.995303327,1.180670754,hydrated,1,305,2020_September_CEME_1.5,99.53033268,0,99.53033268,-0.145,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_1.5",September,2.89,93,0.01,2020_September,43,100,5,5,84.29982054,15.70017946,1.5,0.5505,Dry,St. Marys,CEME,282,30.4,312.4,10,48,0.2543,0.274602099,2020,2020_September,8.446278793,0.522964977,12.68585221,482.0623841,7.249058408,337.081216,36.24529204,173.9774018,137.7321098
374,"(90,100]","(80,100]",80,"(95,100]",0.2607,0.302114871,2,7,0.5124,133,0.508782201,1.035756853,0.937219731,1,"(90,100]",32,0.96547756,1.066985646,hydrated,1,288.3,2020_September_CEME_2.2,96.54775604,0,96.54775604,-0.226,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_2.2",September,0.902,99,0.01,2020_September,43,100,5,5,90.48646193,9.513538067,2.2,0.5938,Dry,Painted Caves,CEME,291.7,0.2,291.9,22,54,0.2517,0.291685129,2020,2020_September,8.794251413,0.522964977,23.16999482,440.2299015,6.619998519,327.6899267,72.81998371,178.73996,105.9199763
376,"(80,90]","(80,100]",80,"(85,90]",0.2869,0.288343589,15,9,0.5366,170,0.534662691,1.148978775,1.04558762,1,"(80,90]",33,0.870338097,0.9564,moderate,1,285.6,2020_September_ADFA_2.3,87.03380969,0,87.03380969,-0.106,EPI,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,90]_2.3",September,2.087,122,0.01,2020_September,93,NA,0.666666667,5,91.00147395,8.998526046,2.3,0.5393,Dry,Painted Caves,ADFA,278.3,-19.1,259.2,21,54,0.2497,0.250956411,2020,2020_September,9.190918772,0.505959643,31.2127626,589.5744047,52.02127101,423.1063375,72.82977941,187.2765756,114.4467962
377,"(80,90]","(80,100]",80,"(85,90]",0.2596,0.287537802,3,5,0.4804,124,0.540383014,1.175724638,0.701834862,1,"(80,90]",34,0.850539291,1.124834583,moderate,1,302.6,2020_September_CEME_2.4,85.05392912,0,85.05392912,-0.159,EPI,"2020_September_EPI_CEME_(80,90]","2020_September_EPI_CEME_(80,90]_2.4",September,3.987,87,0.01,2020_September,30,100,3.333333333,5,75.61461072,24.38538928,2.4,0.5321,Dry,Painted Caves,CEME,270.1,103.8,373.9,25,59,0.2208,0.244562198,2020,2020_September,8.061194321,0.522964977,17.38901796,431.2476454,10.43341078,302.5689125,86.9450898,205.1904119,118.2453221
378,"(90,100]","(80,100]",80,"(90,95]",0.3007,0.302373461,7,14,0.575,130,0.522956522,1.096244987,0.926557174,1,"(90,100]",18,0.912204855,1.079264214,hydrated,1,257.1,2020_September_ADFA_2.4,91.22048553,0,91.22048553,-0.116,EPI,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(90,100]_2.4",September,1.059,105,0.01,2020_September,91,NA,1.428571429,5,84.52099527,15.47900473,2.4,0.5782,Dry,Painted Caves,ADFA,266.8,63.9,330.7,24,42,0.2743,0.275826539,2020,2020_September,11.23538765,0.505959643,46.30035969,429.9319114,23.15017985,347.2526977,79.37204519,138.9010791,59.52903389
379,"(90,100]","(80,100]",80,"(90,95]",0.3495,0.243442674,3,8,0.6716,107,0.520399047,1.085066749,0.795552605,1,"(90,100]",24,0.921602289,1.256987902,hydrated,1,271.8,2020_September_CEME_2.5,92.1602289,0,92.1602289,-0.328,EPI,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,100]_2.5",September,3.48,80,0.01,2020_September,43,100,3.333333333,5,73.31831019,26.68168981,2.5,0.4678,Dry,Painted Caves,CEME,271.4,41.2,312.6,26,50,0.3221,0.224357326,2020,2020_September,9.298333487,0.522964977,32.86194594,439.528527,12.32322973,328.6194594,106.8013243,205.3871621,98.58583783
