Observation_ID,Observation_Date,Observation_Time,Plant_Nickname,Phenophase_Status,Abundance_Category,Abundance_Category_Value,Raw_Abundance_Value,Category,Phenophase_Name,Scientific_Name,Common_Name,Latitude,Longitude,Site_Name,Elevation,Observation_Comments,Network
27111389,2021-07-31,12:00:00 AM,ARPA 2.5,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111390,2021-07-31,12:00:00 AM,ARPA 2.5,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111391,2021-07-31,12:00:00 AM,ARPA 2.5,Yes,"How many fruits are present?","11 to 100",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111392,2021-07-31,12:00:00 AM,ARPA 2.5,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","50-74%",NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111393,2021-07-31,12:00:00 AM,ARPA 2.5,?,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111394,2021-07-31,12:00:00 AM,ABCO 2.5,No,"How many buds are breaking?",,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111395,2021-07-31,12:00:00 AM,ABCO 2.5,Yes,"How many young needles are present?","1,001 to 10,000",NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111396,2021-07-31,12:00:00 AM,ABCO 2.5,No,"How many fresh pollen cones are present?",,NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111397,2021-07-31,12:00:00 AM,ABCO 2.5,No,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111398,2021-07-31,12:00:00 AM,ABCO 2.5,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111399,2021-07-31,12:00:00 AM,ABCO 2.5,?,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111400,2021-07-31,12:00:00 AM,ABCO 2.5,?,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111401,2021-07-31,12:00:00 AM,ABCO 2.5,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111402,2021-07-31,12:00:00 AM,CADE 2.5,No,"How many fresh pollen cones are present?",,NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111403,2021-07-31,12:00:00 AM,CADE 2.5,No,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111404,2021-07-31,12:00:00 AM,CADE 2.5,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111405,2021-07-31,12:00:00 AM,CADE 2.5,Yes,"How many seed cones are unripe?","11 to 100",NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111406,2021-07-31,12:00:00 AM,CADE 2.5,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111407,2021-07-31,12:00:00 AM,CADE 2.5,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111408,2021-07-31,12:00:00 AM,ARPA 2.3,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111409,2021-07-31,12:00:00 AM,ARPA 2.3,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111410,2021-07-31,12:00:00 AM,ARPA 2.3,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","11 to 100",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111411,2021-07-31,12:00:00 AM,ARPA 2.3,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111412,2021-07-31,12:00:00 AM,ARPA 2.3,Yes,"How many fruits are present?","101 to 1,000",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111413,2021-07-31,12:00:00 AM,ARPA 2.3,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","25-49%",NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111414,2021-07-31,12:00:00 AM,ARPA 2.3,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111415,2021-07-31,12:00:00 AM,CADE 2.3,Yes,"How many fresh pollen cones are present?","1,001 to 10,000",NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111416,2021-07-31,12:00:00 AM,CADE 2.3,Yes,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ","95% or more",NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111417,2021-07-31,12:00:00 AM,CADE 2.3,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111418,2021-07-31,12:00:00 AM,CADE 2.3,Yes,"How many seed cones are unripe?","1,001 to 10,000",NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111419,2021-07-31,12:00:00 AM,CADE 2.3,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111420,2021-07-31,12:00:00 AM,CADE 2.3,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111421,2021-07-31,12:00:00 AM,CECO 2.3,Yes,"How many young leaves are present?","1,001 to 10,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111422,2021-07-31,12:00:00 AM,CECO 2.3,No,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.",,NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111423,2021-07-31,12:00:00 AM,CECO 2.3,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111424,2021-07-31,12:00:00 AM,CECO 2.3,Yes,"How many fruits are present?","1,001 to 10,000",NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111425,2021-07-31,12:00:00 AM,CECO 2.3,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","95% or more",NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111426,2021-07-31,12:00:00 AM,CECO 2.3,Yes,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111427,2021-07-31,12:00:00 AM,ABCO 2.3,No,"How many buds are breaking?",,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111428,2021-07-31,12:00:00 AM,ABCO 2.3,Yes,"How many young needles are present?","1,001 to 10,000",NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111429,2021-07-31,12:00:00 AM,ABCO 2.3,No,"How many fresh pollen cones are present?",,NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111430,2021-07-31,12:00:00 AM,ABCO 2.3,No,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111431,2021-07-31,12:00:00 AM,ABCO 2.3,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111432,2021-07-31,12:00:00 AM,ABCO 2.3,No,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111433,2021-07-31,12:00:00 AM,ABCO 2.3,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111434,2021-07-31,12:00:00 AM,ABCO 2.3,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111435,2021-07-31,12:00:00 AM,ABCO 2.4,No,"How many buds are breaking?",,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"I CAN SEE THE CONES!",NULL
27111436,2021-07-31,12:00:00 AM,ABCO 2.4,Yes,"How many young needles are present?","101 to 1,000",NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"I CAN SEE THE CONES!",NULL
27111437,2021-07-31,12:00:00 AM,ABCO 2.4,Yes,"How many fresh pollen cones are present?","101 to 1,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"I CAN SEE THE CONES!",NULL
27111438,2021-07-31,12:00:00 AM,ABCO 2.4,?,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"I CAN SEE THE CONES!",NULL
27111439,2021-07-31,12:00:00 AM,ABCO 2.4,?,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"I CAN SEE THE CONES!",NULL
27111440,2021-07-31,12:00:00 AM,ABCO 2.4,Yes,"How many seed cones are unripe?","11 to 100",NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"I CAN SEE THE CONES!",NULL
27111441,2021-07-31,12:00:00 AM,ABCO 2.4,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"I CAN SEE THE CONES!",NULL
27111442,2021-07-31,12:00:00 AM,ABCO 2.4,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"I CAN SEE THE CONES!",NULL
27111443,2021-07-31,12:00:00 AM,CECO 2.4,Yes,"How many young leaves are present?","1,001 to 10,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"Losing leaves  yellow",NULL
27111444,2021-07-31,12:00:00 AM,CECO 2.4,No,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.",,NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"Losing leaves  yellow",NULL
27111445,2021-07-31,12:00:00 AM,CECO 2.4,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"Losing leaves  yellow",NULL
27111446,2021-07-31,12:00:00 AM,CECO 2.4,Yes,"How many fruits are present?","1,001 to 10,000",NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"Losing leaves  yellow",NULL
27111447,2021-07-31,12:00:00 AM,CECO 2.4,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","75-94%",NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"Losing leaves  yellow",NULL
27111448,2021-07-31,12:00:00 AM,CECO 2.4,Yes,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"Losing leaves  yellow",NULL
27111449,2021-07-31,12:00:00 AM,ARPA 2.4,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111450,2021-07-31,12:00:00 AM,ARPA 2.4,Yes,"How many young leaves are present?","1,001 to 10,000",NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111451,2021-07-31,12:00:00 AM,ARPA 2.4,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","11 to 100",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111452,2021-07-31,12:00:00 AM,ARPA 2.4,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111453,2021-07-31,12:00:00 AM,ARPA 2.4,Yes,"How many fruits are present?","1,001 to 10,000",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111454,2021-07-31,12:00:00 AM,ARPA 2.4,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","25-49%",NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111455,2021-07-31,12:00:00 AM,ARPA 2.4,?,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111456,2021-07-31,12:00:00 AM,CADE 2.4,No,"How many fresh pollen cones are present?",,NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111457,2021-07-31,12:00:00 AM,CADE 2.4,No,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111458,2021-07-31,12:00:00 AM,CADE 2.4,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111459,2021-07-31,12:00:00 AM,CADE 2.4,No,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111460,2021-07-31,12:00:00 AM,CADE 2.4,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111461,2021-07-31,12:00:00 AM,CADE 2.4,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111462,2021-08-19,12:00:00 AM,PIJE 1.1,No,"How many needle bundles are emerging?",,NULL,Needles,Emerging needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
27111463,2021-08-19,12:00:00 AM,PIJE 1.1,Yes,"How many bundles with young needles are present?","101 to 1,000",NULL,Needles,Young needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
